ID	Gene Name	Species	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Papss1	3'-phosphoadenosine 5'-phosphosulfate synthase 1(Papss1)	Rattus norvegicus		GO:0000103~sulfate assimilation,GO:0001887~selenium compound metabolic process,GO:0016310~phosphorylation,GO:0050428~3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,	GO:0005829~cytosol,	GO:0004020~adenylylsulfate kinase activity,GO:0004781~sulfate adenylyltransferase (ATP) activity,GO:0005524~ATP binding,GO:0098616~selenate adenylyltransferase (ATP) activity,	IPR002650:Sulphate adenylyltransferase,IPR002891:Adenylylsulphate kinase,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR015947:PUA-like domain,IPR024951:Sulphate adenylyltransferase catalytic domain,IPR025980:ATP-sulfurylase PUA-like domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	rno00230:Purine metabolism,rno00450:Selenocompound metabolism,rno00920:Sulfur metabolism,rno01100:Metabolic pathways,rno01130:Biosynthesis of antibiotics,			Complete proteome,Proteomics identification,Reference proteome,
Fbll1	fibrillarin-like 1(Fbll1)	Rattus norvegicus		GO:0000494~box C/D snoRNA 3'-end processing,GO:0008033~tRNA processing,GO:0031167~rRNA methylation,GO:1990258~histone glutamine methylation,	GO:0015030~Cajal body,GO:0031428~box C/D snoRNP complex,GO:0032040~small-subunit processome,	GO:0003723~RNA binding,GO:0008649~rRNA methyltransferase activity,GO:1990259~histone-glutamine methyltransferase activity,	IPR000692:Fibrillarin,IPR020813:Fibrillarin, conserved site,	rno03008:Ribosome biogenesis in eukaryotes,		SM01206:SM01206,	Complete proteome,Reference proteome,
Fmr1	fragile X mental retardation 1(Fmr1)	Rattus norvegicus		GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0002092~positive regulation of receptor internalization,GO:0006397~mRNA processing,GO:0006417~regulation of translation,GO:0006974~cellular response to DNA damage stimulus,GO:0007215~glutamate receptor signaling pathway,GO:0007417~central nervous system development,GO:0008380~RNA splicing,GO:0010629~negative regulation of gene expression,GO:0017148~negative regulation of translation,GO:0031047~gene silencing by RNA,GO:0033129~positive regulation of histone phosphorylation,GO:0034644~cellular response to UV,GO:0043488~regulation of mRNA stability,GO:0044830~modulation by host of viral RNA genome replication,GO:0045727~positive regulation of translation,GO:0045947~negative regulation of translational initiation,GO:0046928~regulation of neurotransmitter secretion,GO:0051028~mRNA transport,GO:0051489~regulation of filopodium assembly,GO:0051491~positive regulation of filopodium assembly,GO:0060964~regulation of gene silencing by miRNA,GO:0060996~dendritic spine development,GO:0060998~regulation of dendritic spine development,GO:0060999~positive regulation of dendritic spine development,GO:0072711~cellular response to hydroxyurea,GO:0098586~cellular response to virus,GO:0098908~regulation of neuronal action potential,GO:1900453~negative regulation of long term synaptic depression,GO:1901254~positive regulation of intracellular transport of viral material,GO:1901386~negative regulation of voltage-gated calcium channel activity,GO:1901800~positive regulation of proteasomal protein catabolic process,GO:1902416~positive regulation of mRNA binding,GO:2000301~negative regulation of synaptic vesicle exocytosis,GO:2000637~positive regulation of gene silencing by miRNA,GO:2000766~negative regulation of cytoplasmic translation,GO:2001022~positive regulation of response to DNA damage stimulus,	GO:0000775~chromosome, centromeric region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005844~polysome,GO:0005845~mRNA cap binding complex,GO:0005874~microtubule,GO:0010369~chromocenter,GO:0010494~cytoplasmic stress granule,GO:0014069~postsynaptic density,GO:0015030~Cajal body,GO:0016020~membrane,GO:0019034~viral replication complex,GO:0019897~extrinsic component of plasma membrane,GO:0030054~cell junction,GO:0030424~axon,GO:0030425~dendrite,GO:0030426~growth cone,GO:0030529~intracellular ribonucleoprotein complex,GO:0032433~filopodium tip,GO:0032797~SMN complex,GO:0036464~cytoplasmic ribonucleoprotein granule,GO:0042734~presynaptic membrane,GO:0042995~cell projection,GO:0043005~neuron projection,GO:0043197~dendritic spine,GO:0043198~dendritic shaft,GO:0043204~perikaryon,GO:0043679~axon terminus,GO:0044297~cell body,GO:0045202~synapse,GO:0045211~postsynaptic membrane,GO:0048471~perinuclear region of cytoplasm,GO:0071598~neuronal ribonucleoprotein granule,GO:0097386~glial cell projection,GO:0098793~presynapse,GO:0098794~postsynapse,GO:1902737~dendritic filopodium,GO:1990812~growth cone filopodium,GO:1990904~ribonucleoprotein complex,	GO:0002151~G-quadruplex RNA binding,GO:0003682~chromatin binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0008017~microtubule binding,GO:0008266~poly(U) RNA binding,GO:0030371~translation repressor activity,GO:0031369~translation initiation factor binding,GO:0033592~RNA strand annealing activity,GO:0034046~poly(G) binding,GO:0035064~methylated histone binding,GO:0035197~siRNA binding,GO:0035198~miRNA binding,GO:0035613~RNA stem-loop binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0043022~ribosome binding,GO:0044325~ion channel binding,GO:0044822~poly(A) RNA binding,GO:0045502~dynein binding,GO:0046982~protein heterodimerization activity,GO:0048027~mRNA 5'-UTR binding,GO:1990825~sequence-specific mRNA binding,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,IPR008395:Agenet-like domain,IPR022034:Fragile X mental retardation protein family,	rno03013:RNA transport,		SM00322:KH,	Acetylation,Activator,Alternative splicing,Cell junction,Cell membrane,Cell projection,Centromere,Chromosome,Complete proteome,Cytoplasm,DNA damage,Membrane,Methylation,mRNA processing,mRNA splicing,mRNA transport,Neurogenesis,Nucleus,Phosphoprotein,Postsynaptic cell membrane,Proteomics identification,Reference proteome,Repeat,Repressor,Ribonucleoprotein,RNA-binding,RNA-mediated gene silencing,Synapse,Synaptosome,Translation regulation,Transport,Ubl conjugation,	chain:Fragile X mental retardation protein 1 homolog,domain:KH 1,domain:KH 2,modified residue,region of interest:Interaction with RANBP9,region of interest:RNA-binding RGG-box,sequence conflict,splice variant,
Fus	fused in sarcoma RNA binding protein(Fus)	Rattus norvegicus		GO:0071277~cellular response to calcium ion,GO:1903506~regulation of nucleic acid-templated transcription,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005844~polysome,GO:0030425~dendrite,GO:0043025~neuronal cell body,GO:0043197~dendritic spine,GO:0043204~perikaryon,GO:0044327~dendritic spine head,GO:0048471~perinuclear region of cytoplasm,	GO:0000166~nucleotide binding,GO:0003713~transcription coactivator activity,GO:0008270~zinc ion binding,GO:0030331~estrogen receptor binding,GO:0031489~myosin V binding,GO:0035255~ionotropic glutamate receptor binding,GO:0042802~identical protein binding,GO:0044822~poly(A) RNA binding,GO:0046965~retinoid X receptor binding,GO:0046966~thyroid hormone receptor binding,	IPR000504:RNA recognition motif domain,IPR001876:Zinc finger, RanBP2-type,IPR012677:Nucleotide-binding, alpha-beta plait,	rno05202:Transcriptional misregulation in cancer,		SM00360:RRM,SM00547:ZnF_RBZ,	Complete proteome,Metal-binding,Proteomics identification,Reference proteome,Zinc,Zinc-finger,
Eprs	glutamyl-prolyl-tRNA synthetase(Eprs)	Rattus norvegicus		GO:0006424~glutamyl-tRNA aminoacylation,GO:0006433~prolyl-tRNA aminoacylation,GO:0017148~negative regulation of translation,GO:0071346~cellular response to interferon-gamma,	GO:0005737~cytoplasm,GO:0016020~membrane,GO:0017101~aminoacyl-tRNA synthetase multienzyme complex,GO:0030529~intracellular ribonucleoprotein complex,GO:0097452~GAIT complex,	GO:0003723~RNA binding,GO:0004818~glutamate-tRNA ligase activity,GO:0004827~proline-tRNA ligase activity,GO:0005524~ATP binding,GO:0035613~RNA stem-loop binding,GO:0051020~GTPase binding,	IPR000738:WHEP-TRS,IPR000924:Glutamyl/glutaminyl-tRNA synthetase, class Ib,IPR001412:Aminoacyl-tRNA synthetase, class I, conserved site,IPR002314:Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain,IPR002316:Proline-tRNA ligase, class IIa,IPR004154:Anticodon-binding,IPR004499:Proline-tRNA ligase, class IIa, archaeal-type,IPR004526:Glutamyl-tRNA synthetase, class Ib, archaeal/eukaryotic cytosolic,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR009068:S15/NS1, RNA-binding,IPR010987:Glutathione S-transferase, C-terminal-like,IPR011035:Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain,IPR012336:Thioredoxin-like fold,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR016061:Proline-tRNA ligase, class II, C-terminal,IPR017449:Prolyl-tRNA synthetase, class II,IPR020056:Ribosomal protein L25/Gln-tRNA synthetase, beta-barrel domain,IPR020058:Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain,IPR020059:Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain,IPR020061:Glutamyl/glutaminyl-tRNA synthetase, class Ib, alpha-bundle domain,	rno00860:Porphyrin and chlorophyll metabolism,rno00970:Aminoacyl-tRNA biosynthesis,rno01100:Metabolic pathways,		SM00946:SM00946,SM00991:SM00991,	Complete proteome,Proteomics identification,Reference proteome,
Gapdh	glyceraldehyde-3-phosphate dehydrogenase(Gapdh)	Rattus norvegicus		GO:0000226~microtubule cytoskeleton organization,GO:0005975~carbohydrate metabolic process,GO:0006094~gluconeogenesis,GO:0006096~glycolytic process,GO:0006417~regulation of translation,GO:0006915~apoptotic process,GO:0007275~multicellular organism development,GO:0017148~negative regulation of translation,GO:0035606~peptidyl-cysteine S-trans-nitrosylation,GO:0050821~protein stabilization,GO:0051402~neuron apoptotic process,GO:0055114~oxidation-reduction process,GO:0060359~response to ammonium ion,GO:0071346~cellular response to interferon-gamma,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005811~lipid particle,GO:0005829~cytosol,GO:0005886~plasma membrane,GO:0015630~microtubule cytoskeleton,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0031965~nuclear membrane,GO:0031982~vesicle,GO:0043209~myelin sheath,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,GO:0097452~GAIT complex,	GO:0004365~glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,GO:0005515~protein binding,GO:0008017~microtubule binding,GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,GO:0019899~enzyme binding,GO:0035605~peptidyl-cysteine S-nitrosylase activity,GO:0042802~identical protein binding,GO:0050661~NADP binding,GO:0051287~NAD binding,	IPR006424:Glyceraldehyde-3-phosphate dehydrogenase, type I,IPR016040:NAD(P)-binding domain,IPR020828:Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain,IPR020829:Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain,IPR020830:Glyceraldehyde 3-phosphate dehydrogenase, active site,IPR020831:Glyceraldehyde/Erythrose phosphate dehydrogenase family,	rno00010:Glycolysis / Gluconeogenesis,rno01100:Metabolic pathways,rno01130:Biosynthesis of antibiotics,rno01200:Carbon metabolism,rno01230:Biosynthesis of amino acids,rno04066:HIF-1 signaling pathway,rno05010:Alzheimer's disease,	PIRSF000149:glyceraldehyde-3-phosphate dehydrogenase,	SM00846:SM00846,	Acetylation,ADP-ribosylation,Apoptosis,Complete proteome,Cytoplasm,Cytoskeleton,Direct protein sequencing,Glycolysis,Methylation,NAD,Nucleus,Oxidoreductase,Phosphoprotein,Reference proteome,S-nitrosylation,Transferase,Translation regulation,Ubl conjugation,	active site:Nucleophile,binding site:Glyceraldehyde 3-phosphate,binding site:NAD,binding site:NAD; via carbonyl oxygen,chain:Glyceraldehyde-3-phosphate dehydrogenase,modified residue,nucleotide phosphate-binding region:NAD,region of interest:Glyceraldehyde 3-phosphate binding,region of interest:Interaction with WARS,sequence conflict,site:Activates thiol group during catalysis,site:Not nitrosylated,
Hnrnpab	heterogeneous nuclear ribonucleoprotein A/B(Hnrnpab)	Rattus norvegicus		GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001837~epithelial to mesenchymal transition,GO:0045893~positive regulation of transcription, DNA-templated,GO:0060341~regulation of cellular localization,GO:0071230~cellular response to amino acid stimulus,GO:1904580~regulation of intracellular mRNA localization,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0019013~viral nucleocapsid,GO:0030425~dendrite,GO:0030529~intracellular ribonucleoprotein complex,GO:0071598~neuronal ribonucleoprotein granule,GO:0090575~RNA polymerase II transcription factor complex,GO:1990124~messenger ribonucleoprotein complex,	GO:0000166~nucleotide binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0008134~transcription factor binding,GO:0032403~protein complex binding,GO:0043565~sequence-specific DNA binding,GO:0044822~poly(A) RNA binding,GO:1990837~sequence-specific double-stranded DNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR012956:CARG-binding factor, N-terminal,			SM00360:RRM,	Complete proteome,Proteomics identification,Reference proteome,Ribonucleoprotein,Signal,Viral nucleoprotein,Virion,
Hnrnpa0	heterogeneous nuclear ribonucleoprotein A0(Hnrnpa0)	Rattus norvegicus		GO:0006954~inflammatory response,GO:0032496~response to lipopolysaccharide,GO:0070935~3'-UTR-mediated mRNA stabilization,	GO:0005654~nucleoplasm,	GO:0000166~nucleotide binding,GO:0017091~AU-rich element binding,GO:0019901~protein kinase binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,			SM00360:RRM,	Complete proteome,Proteomics identification,Reference proteome,
Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1(Hnrnpa1)	Rattus norvegicus		GO:0000380~alternative mRNA splicing, via spliceosome,GO:0000733~DNA strand renaturation,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0008584~male gonad development,GO:0010628~positive regulation of gene expression,GO:0016070~RNA metabolic process,GO:0019087~transformation of host cell by virus,GO:0030324~lung development,GO:0032211~negative regulation of telomere maintenance via telomerase,GO:0032212~positive regulation of telomere maintenance via telomerase,GO:0035865~cellular response to potassium ion,GO:0045760~positive regulation of action potential,GO:0051028~mRNA transport,GO:0051168~nuclear export,GO:0051170~nuclear import,GO:0071364~cellular response to epidermal growth factor stimulus,GO:1904577~cellular response to tunicamycin,GO:1904579~cellular response to thapsigargin,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,GO:1990826~nucleoplasmic periphery of the nuclear pore complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003697~single-stranded DNA binding,GO:0003723~RNA binding,GO:0003727~single-stranded RNA binding,GO:0003729~mRNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0008134~transcription factor binding,GO:0033592~RNA strand annealing activity,GO:0036310~annealing helicase activity,GO:0044822~poly(A) RNA binding,GO:0061752~telomeric repeat-containing RNA binding,GO:0098505~G-rich strand telomeric DNA binding,GO:1990825~sequence-specific mRNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR021662:Nuclear factor hnRNPA1,	rno03040:Spliceosome,		SM00360:RRM,	Acetylation,Complete proteome,Cytoplasm,Direct protein sequencing,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Transport,Ubl conjugation,	chain:Heterogeneous nuclear ribonucleoprotein A1,compositionally biased region:Gly-rich,compositionally biased region:Poly-Ser,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),domain:RRM 1,domain:RRM 2,modified residue,region of interest:Globular A domain,region of interest:Globular B domain,region of interest:Nuclear targeting sequence,region of interest:RNA-binding RGG-box,sequence conflict,
Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1(Hnrnpa2b1)	Rattus norvegicus		GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0006406~mRNA export from nucleus,GO:0008584~male gonad development,GO:0016233~telomere capping,GO:0030324~lung development,GO:0031053~primary miRNA processing,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:0048709~oligodendrocyte differentiation,GO:0050658~RNA transport,GO:0051385~response to mineralocorticoid,GO:1990428~miRNA transport,	GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0043204~perikaryon,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,GO:0071598~neuronal ribonucleoprotein granule,	GO:0000166~nucleotide binding,GO:0001069~regulatory region RNA binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0035198~miRNA binding,GO:0043047~single-stranded telomeric DNA binding,GO:0044822~poly(A) RNA binding,GO:0097157~pre-mRNA intronic binding,GO:1990247~N6-methyladenosine-containing RNA binding,GO:1990715~mRNA CDS binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR021662:Nuclear factor hnRNPA1,			SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Direct protein sequencing,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Secreted,Spliceosome,Transport,Ubl conjugation,	chain:Heterogeneous nuclear ribonucleoproteins A2/B1,compositionally biased region:Gly-rich,domain:RRM 1,domain:RRM 2,modified residue,region of interest:Nuclear targeting sequence,short sequence motif:Nuclear localization signal,splice variant,
Hnrnpa3	heterogeneous nuclear ribonucleoprotein A3(Hnrnpa3)	Rattus norvegicus		GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0051028~mRNA transport,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0035770~ribonucleoprotein granule,GO:0043005~neuron projection,GO:0071013~catalytic step 2 spliceosome,GO:1990124~messenger ribonucleoprotein complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003729~mRNA binding,GO:0044822~poly(A) RNA binding,GO:0051033~RNA transmembrane transporter activity,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	rno03040:Spliceosome,		SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,Direct protein sequencing,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Ubl conjugation,	chain:Heterogeneous nuclear ribonucleoprotein A3,compositionally biased region:Gly-rich,domain:RRM 1,domain:RRM 2,modified residue,splice variant,
Hnrnpc	heterogeneous nuclear ribonucleoprotein C(Hnrnpc)	Rattus norvegicus		GO:0000398~mRNA splicing, via spliceosome,GO:0001649~osteoblast differentiation,GO:0032211~negative regulation of telomere maintenance via telomerase,GO:0043044~ATP-dependent chromatin remodeling,GO:0043086~negative regulation of catalytic activity,GO:0070935~3'-UTR-mediated mRNA stabilization,GO:0090367~negative regulation of mRNA modification,	GO:0000790~nuclear chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005697~telomerase holoenzyme complex,GO:0005829~cytosol,GO:0016020~membrane,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0043234~protein complex,GO:0045120~pronucleus,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,GO:1990826~nucleoplasmic periphery of the nuclear pore complex,	GO:0000166~nucleotide binding,GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding,GO:0000980~RNA polymerase II distal enhancer sequence-specific DNA binding,GO:0003676~nucleic acid binding,GO:0003729~mRNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0004857~enzyme inhibitor activity,GO:0008266~poly(U) RNA binding,GO:0019904~protein domain specific binding,GO:0031492~nucleosomal DNA binding,GO:0042802~identical protein binding,GO:0043021~ribonucleoprotein complex binding,GO:0044822~poly(A) RNA binding,GO:0070034~telomerase RNA binding,GO:1990247~N6-methyladenosine-containing RNA binding,GO:1990827~deaminase binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR017347:Heterogeneous nuclear ribonucleoprotein C, Raly,	rno03040:Spliceosome,	PIRSF037992:heterogeneous nuclear ribonucleoprotein C, Raly type,	SM00360:RRM,	Acetylation,Coiled coil,Complete proteome,Isopeptide bond,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,RNA-binding,Spliceosome,Ubl conjugation,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein C,domain:RRM,modified residue,
Hnrnpd	heterogeneous nuclear ribonucleoprotein D(Hnrnpd)	Rattus norvegicus		GO:0000291~nuclear-transcribed mRNA catabolic process, exonucleolytic,GO:0001889~liver development,GO:0006913~nucleocytoplasmic transport,GO:0007420~brain development,GO:0010628~positive regulation of gene expression,GO:0010629~negative regulation of gene expression,GO:0021549~cerebellum development,GO:0032355~response to estradiol,GO:0042493~response to drug,GO:0042752~regulation of circadian rhythm,GO:0043488~regulation of mRNA stability,GO:0045727~positive regulation of translation,GO:0048255~mRNA stabilization,GO:0051592~response to calcium ion,GO:0051602~response to electrical stimulus,GO:0061158~3'-UTR-mediated mRNA destabilization,GO:0071230~cellular response to amino acid stimulus,GO:0071392~cellular response to estradiol stimulus,GO:0071732~cellular response to nitric oxide,GO:0097167~circadian regulation of translation,GO:1901355~response to rapamycin,GO:1904383~response to sodium phosphate,GO:1904586~cellular response to putrescine,GO:1990828~hepatocyte dedifferentiation,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005829~cytosol,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0003680~AT DNA binding,GO:0003682~chromatin binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0008134~transcription factor binding,GO:0035925~mRNA 3'-UTR AU-rich region binding,GO:0042162~telomeric DNA binding,GO:0042826~histone deacetylase binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR012956:CARG-binding factor, N-terminal,			SM00360:RRM,	Acetylation,Alternative splicing,Biological rhythms,Complete proteome,Cytoplasm,Isopeptide bond,Methylation,Nucleus,Phosphoprotein,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Ubl conjugation,	chain:Heterogeneous nuclear ribonucleoprotein D0,compositionally biased region:Ala-rich,compositionally biased region:Gly-rich,compositionally biased region:Tyr-rich,domain:RRM 1,domain:RRM 2,modified residue,splice variant,
Hnrnpdl	heterogeneous nuclear ribonucleoprotein D-like(Hnrnpdl)	Rattus norvegicus		GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0010468~regulation of gene expression,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003690~double-stranded DNA binding,GO:0003697~single-stranded DNA binding,GO:0003723~RNA binding,GO:0008143~poly(A) binding,GO:0034046~poly(G) binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,			SM00360:RRM,	Acetylation,Activator,Complete proteome,Cytoplasm,DNA-binding,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,RNA-binding,Transcription,Transcription regulation,	chain:Heterogeneous nuclear ribonucleoprotein D-like,compositionally biased region:Gly-rich,compositionally biased region:Poly-Gln,compositionally biased region:Tyr-rich,domain:RRM 1,domain:RRM 2,modified residue,region of interest:Necessary for interaction with TNPO1,
Hnrnpf	heterogeneous nuclear ribonucleoprotein F(Hnrnpf)	Rattus norvegicus		GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0043484~regulation of RNA splicing,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0003727~single-stranded RNA binding,GO:0008134~transcription factor binding,GO:0017025~TBP-class protein binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR012996:Zinc finger, CHHC-type,			SM00360:RRM,	Acetylation,Complete proteome,Direct protein sequencing,Isopeptide bond,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Ubl conjugation,	chain:Heterogeneous nuclear ribonucleoprotein F,chain:Heterogeneous nuclear ribonucleoprotein F, N-terminally processed,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),domain:RRM 1,domain:RRM 2,domain:RRM 3,modified residue,site:Required for RNA recognition,
Hnrnph1	heterogeneous nuclear ribonucleoprotein H1(Hnrnph1)	Rattus norvegicus		GO:0006396~RNA processing,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0043484~regulation of RNA splicing,GO:1901653~cellular response to peptide,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0019013~viral nucleocapsid,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0019899~enzyme binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR012996:Zinc finger, CHHC-type,			SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,Direct protein sequencing,Methylation,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein H,chain:Heterogeneous nuclear ribonucleoprotein H, N-terminally processed,domain:RRM 1,domain:RRM 2,domain:RRM 3,modified residue,region of interest:2 X 16 AA Gly-rich approximate repeats,region of interest:2 X 19 AA perfect repeats,repeat:1-1,repeat:1-2,repeat:2-1,repeat:2-2,sequence conflict,splice variant,
