1568	ENSG00000167281	2010-03-18	2010-04-07		Fox-1 homolog C  [Source:UniProtKB/Swiss-Prot;Acc:A6NFN3]	Homo sapiens	9606	RRMx1	\N	\N		\N	\N	A6NFN3
1569	ENSG00000167323	2010-03-18	\N	STIM1	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	Homo sapiens	9606	\N	1	SAM domain	GOK; D11S4896E	\N	\N	\N
1570	ENSG00000167971	2010-03-18	2010-05-03	CASKIN1	CASK interacting protein 1 [Source:HGNC Symbol;Acc:20879]	Homo sapiens	9606	\N	1	No evidence of RNA binding	KIAA1306; ANKS5A	\N	\N	\N
1571	ENSG00000168002	2010-03-18	2010-05-10	POLR2G	polymerase (RNA) II (DNA directed) polypeptide G [Source:HGNC Symbol;Acc:9194]	Homo sapiens	9606	S1x1	0	Binds RNA nonspecifically	hRPB19; hsRPB7; RPB7	\N	\N	P62487
1572	ENSG00000168066	2010-03-18	2010-07-08	SF1	splicing factor 1 [Source:HGNC Symbol;Acc:12950]	Homo sapiens	9606	KHx1; Znf_CCHCx1	\N	\N	ZFM1	\N	1K1G	Q15637
1573	ENSG00000168096	2010-03-18	\N	ANKS3	ankyrin repeat and sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:29422]	Homo sapiens	9606	\N	1	SAM domain	KIAA1977; FLJ32345; FLJ32767	\N	\N	\N
1574	ENSG00000169045	2010-03-18	2010-04-25	HNRNPH1	heterogeneous nuclear ribonucleoprotein H1 (H) [Source:HGNC Symbol;Acc:5041]	Homo sapiens	9606	RRMx3; Znf_CHHCx1	0	\N	hnRNPH	\N	\N	P31943
1575	ENSG00000169249	2010-03-18	2010-04-25	ZRSR2	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:23019]	Homo sapiens	9606	RRMx1; Znf_CCCHx1	\N	\N	U2AF1-RS2; URP	\N	\N	Q15696
1576	ENSG00000169564	2010-03-18	2010-05-03	PCBP1	poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:8647]	Homo sapiens	9606	KHx3	\N	\N	HNRPE1; hnRNP-E1; HNRPX; hnRNP-X	\N	\N	Q15365
1577	ENSG00000169800	2010-03-18	2010-07-23	RBMY1F	RNA binding motif protein, Y-linked, family 1, member F [Source:HGNC Symbol;Acc:23974]	Homo sapiens	9606	RRMx1	\N	\N	MGC33094	\N	\N	Q15415
1578	ENSG00000169813	2010-03-18	2010-04-25	HNRNPF	heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:5039]	Homo sapiens	9606	RRMx3; Znf_CHHCx1	\N	\N		\N	2KFY; 2KG0	P52597
1579	ENSG00000170144	2010-03-18	2010-05-20	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3 [Source:HGNC Symbol;Acc:24941]	Homo sapiens	9606	RRMx2	\N	\N		\N	\N	P51991
1580	ENSG00000170748	2010-03-18	2010-06-29	RBMXL2	RNA binding motif protein, X-linked-like 2 [Source:HGNC Symbol;Acc:17886]	Homo sapiens	9606	RRMx1	\N	\N	HNRNPG-T; HNRPGT	\N	\N	O75526
1581	ENSG00000170860	2010-03-18	2010-07-21	LSM3	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:17874]	Homo sapiens	9606	LSmx1	\N	\N	YLR438C; SMX4; USS2	\N	\N	P62310
1582	ENSG00000170935	2010-03-18	2010-07-23	NCBP2L	nuclear cap binding protein subunit 2-like [Source:HGNC Symbol;Acc:31795]	Homo sapiens	9606	RRMx1	\N	\N		\N	\N	A6PVI3
1583	ENSG00000172346	2010-03-18	2010-05-15	CSDC2	cold shock domain containing C2, RNA binding [Source:HGNC Symbol;Acc:30359]	Homo sapiens	9606	CSDx1	\N	\N	PIPPin	\N	\N	Q9Y534
1584	ENSG00000172660	2010-03-18	2010-06-01	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa [Source:HGNC Symbol;Acc:11547]	Homo sapiens	9606	RRMx1; Znf_RanBP2x1	\N	\N	hTAFII68; RBP56; Npl3	\N	\N	Q92804
1585	ENSG00000172850	2010-03-18	\N		U6 snRNA-associated Sm-like protein LSm2 (snRNP core Sm-like protein Sm-x5)(Small nuclear ribonuclear protein D homolog)(Protein G7b) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y333]	Homo sapiens	9606	\N	1	noncanonical chromosome		\N	\N	\N
1586	ENSG00000173273	2010-03-18	2010-05-11	TNKS	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase [Source:HGNC Symbol;Acc:11941]	Homo sapiens	9606	\N	1	No evidence of RNA binding	TIN1; TINF1; TNKS1; PARP-5a; PARP5A; pART5	\N	\N	\N
1587	ENSG00000173889	2010-03-18	\N	PHC3	polyhomeotic homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:15682]	Homo sapiens	9606	\N	1	SAM domain	EDR3; FLJ12967; FLJ12729; HPH3	\N	\N	\N
1588	ENSG00000173914	2010-03-18	2010-05-06	RBM4B	RNA binding motif protein 4B [Source:HGNC Symbol;Acc:28842]	Homo sapiens	9606	RRMx2; Znf_CCHCx1	\N	\N	MGC10871; ZCCHC15; RBM4L; ZCRB3B	\N	\N	Q9BQ04
1589	ENSG00000173933	2010-03-18	2010-05-06	RBM4	RNA binding motif protein 4 [Source:HGNC Symbol;Acc:9901]	Homo sapiens	9606	RRMx2; Znf_CCHCx1	\N	\N	LARK; RBM4A; ZCRB3A; ZCCHC21	\N	\N	Q9BWF3
1590	ENSG00000174720	2010-03-18	2010-07-06	LARP7	La ribonucleoprotein domain family, member 7 [Source:HGNC Symbol;Acc:24912]	Homo sapiens	9606	RRMx2; Lax1	\N	\N	HDCMA18P; PIP7S; DKFZP564K112	\N	\N	Q4G0J3
1591	ENSG00000174740	2010-03-18	2010-04-06	PABPC5	poly(A) binding protein, cytoplasmic 5 [Source:HGNC Symbol;Acc:13629]	Homo sapiens	9606	RRMx4	\N	\N	PABP5	\N	\N	Q96DU9
1592	ENSG00000175311	2010-03-18	\N	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:26795]	Homo sapiens	9606	\N	1	SAM domain	FLJ38819; HARP	\N	\N	\N
1593	ENSG00000175324	2010-03-18	2010-07-23	LSM1	LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:20472]	Homo sapiens	9606	LSmx1	\N	\N	CASM; YJL124C	\N	\N	O15116
1594	ENSG00000175718	2010-03-18	2010-06-29	RBMXL3	RNA binding motif protein, X-linked-like 3 [Source:HGNC Symbol;Acc:26859]	Homo sapiens	9606	RRMx1	\N	\N	FLJ40249	\N	\N	Q8N7X1
1595	ENSG00000176624	2010-03-18	2010-05-11	MEX3C	mex-3 homolog C (C. elegans) [Source:HGNC Symbol;Acc:28040]	Homo sapiens	9606	KHx2; Znf_RINGx1	\N	\N	FLJ38871; RNF194	\N	\N	Q5U5Q3
1596	ENSG00000177303	2010-03-18	2010-05-03	CASKIN2	CASK interacting protein 2 [Source:HGNC Symbol;Acc:18200]	Homo sapiens	9606	\N	1	No evidence of RNA binding	KIAA1139; FLJ21609; ANKS5B	\N	\N	\N
1597	ENSG00000177380	2010-03-18	2010-04-25	PPFIA3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 [Source:HGNC Symbol;Acc:9247]	Homo sapiens	9606	\N	1	No evidence of RNA binding	KIAA0654; LPNA3; MGC126567; MGC126569	\N	\N	\N
1598	ENSG00000177409	2010-03-18	\N	SAMD9L	sterile alpha motif domain containing 9-like [Source:HGNC Symbol;Acc:1349]	Homo sapiens	9606	\N	1	SAM domain	KIAA2005; FLJ39885	\N	\N	\N
1599	ENSG00000177483	2010-03-18	2010-07-23	RBM44	RNA binding motif protein 44 [Source:HGNC Symbol;Acc:24756]	Homo sapiens	9606	RRMx1	\N	\N	FLJ40411	\N	\N	Q6ZP01
1600	ENSG00000177570	2010-03-18	2010-05-03	SAMD12	sterile alpha motif domain containing 12 [Source:HGNC Symbol;Acc:31750]	Homo sapiens	9606	\N	1	No evidence of RNA binding	FLJ39458	\N	\N	\N
1601	ENSG00000177613	2010-03-18	2010-05-03	CSTF2T	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa, tau variant [Source:HGNC Symbol;Acc:17086]	Homo sapiens	9606	RRMx1	\N	\N	DKFZp434C1013; KIAA0689; CstF-64T	\N	\N	Q9H0L4
1602	ENSG00000177733	2010-03-18	2010-05-07	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:5030]	Homo sapiens	9606	RRMx2	\N	\N	hnRNPA0	\N	\N	Q13151
1603	ENSG00000178199	2010-03-18	2010-04-28	ZC3H12D	zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:21175]	Homo sapiens	9606	Znf_CCCHx1	\N	\N	dJ281H8.1; MCPIP4	\N	\N	A2A288
1604	ENSG00000179134	2010-03-18	2010-04-29	SAMD4B	sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:25492]	Homo sapiens	9606	SAMx1	\N	\N	FLJ10211; MGC99832; SMGB; hSmaug2	\N	\N	Q5PRF9
1605	ENSG00000179172	2010-03-18	2010-05-07	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C-like 1 [Source:HGNC Symbol;Acc:29295]	Homo sapiens	9606	RRMx1	\N	\N		\N	\N	O60812
1606	ENSG00000179455	2010-03-18	2010-07-14	MKRN3	makorin ring finger protein 3 [Source:HGNC Symbol;Acc:7114]	Homo sapiens	9606	Znf_CCCHx3; Znf_RINGx1	\N	\N	RNF63; ZFP127; MGC88288	\N	\N	Q13064
1607	ENSG00000179837	2010-03-18	2010-05-03	RBM15B	RNA binding motif protein 15B [Source:HGNC Symbol;Acc:24303]	Homo sapiens	9606	RRMx3	\N	\N	HUMAGCGB; OTT3	\N	\N	Q8NDT2
1608	ENSG00000179950	2010-03-18	2010-05-07	PUF60	poly-U binding splicing factor 60KDa [Source:HGNC Symbol;Acc:17042]	Homo sapiens	9606	RRMx3	\N	\N	FIR; SIAHBP1; RoBPI	\N	\N	Q9UHX1
1609	ENSG00000180098	2010-03-18	2010-07-14	TRNAU1AP	tRNA selenocysteine 1 associated protein 1 [Source:HGNC Symbol;Acc:30813]	Homo sapiens	9606	RRMx2	\N	\N	SECP43; FLJ20503	\N	\N	Q9NX07
1610	ENSG00000180771	2010-03-18	2010-07-23	SFRS2B	splicing factor, arginine/serine-rich 2B [Source:HGNC Symbol;Acc:16988]	Homo sapiens	9606	RRMx1	\N	\N	SRP46	\N	\N	Q9BRL6
1611	ENSG00000181588	2010-03-18	2010-05-11	MEX3D	mex-3 homolog D (C. elegans) [Source:HGNC Symbol;Acc:16734]	Homo sapiens	9606	KHx2; Znf_RINGx1	\N	\N	Tino; KIAA2031; OK/SW-cl.4; RNF193	\N	\N	Q86XN8
1612	ENSG00000181817	2010-03-18	2010-07-21	LSM10	LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:17562]	Homo sapiens	9606	LSmx1	\N	\N	MGC15749	\N	\N	Q969L4
1613	ENSG00000182004	2010-03-18	2010-07-14	SNRPE	small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:11161]	Homo sapiens	9606	LSmx1	\N	\N	Sm-E	\N	\N	P62304
1614	ENSG00000182040	2010-03-18	\N	USH1G	Usher syndrome 1G (autosomal recessive) [Source:HGNC Symbol;Acc:16356]	Homo sapiens	9606	\N	1	SAM domain	Sans; FLJ33924; ANKS4A	\N	\N	\N
1615	ENSG00000182134	2010-03-18	2010-07-14	TDRKH	tudor and KH domain containing [Source:HGNC Symbol;Acc:11713]	Homo sapiens	9606	KHx2	\N	\N	TDRD2	\N	\N	Q9Y2W6
1616	ENSG00000182580	2010-03-18	2010-04-29	EPHB3	EPH receptor B3 [Source:HGNC Symbol;Acc:3394]	Homo sapiens	9606	\N	1	No evidence of RNA binding	Hek2; Tyro6	\N	\N	\N
1617	ENSG00000182872	2010-03-18	2010-04-24	RBM10	RNA binding motif protein 10 [Source:HGNC Symbol;Acc:9896]	Homo sapiens	9606	RRMx2; Znf_C2H2x1; Znf_RanBP2x1	\N	\N	DXS8237E; KIAA0122; GPATC9; ZRANB5; GPATCH9	\N	\N	P98175
1618	ENSG00000182909	2010-03-18	2010-07-23	LENG9	leukocyte receptor cluster (LRC) member 9 [Source:HGNC Symbol;Acc:16306]	Homo sapiens	9606	Znf_CCCHx1	\N	\N		\N	\N	Q96B70
1619	ENSG00000182944	2010-03-18	2010-06-01	EWSR1	Ewing sarcoma breakpoint region 1 [Source:HGNC Symbol;Acc:3508]	Homo sapiens	9606	RRMx1; Znf_RanBP2	\N	\N	EWS	\N	\N	Q01844
1620	ENSG00000183011	2010-03-18	2010-07-21	LSMD1	LSM domain containing 1 [Source:HGNC Symbol;Acc:28212]	Homo sapiens	9606	LSmx1	\N	\N	MGC14151; PFAAP2	\N	\N	Q9BRA0
1621	ENSG00000183317	2010-03-18	\N		Ephrin type-A receptor 10 Precursor (EC 2.7.10.1) [Source:UniProtKB/Swiss-Prot;Acc:Q5JZY3]	Homo sapiens	9606	\N	1	SAM domain		\N	\N	\N
1622	ENSG00000183403	2010-03-18	2010-07-23	DND1	dead end homolog 1 (zebrafish) [Source:HGNC Symbol;Acc:23799]	Homo sapiens	9606	RRMx2	\N	\N	MGC34750; RBMS4	\N	\N	Q8IYX4
1623	ENSG00000183496	2010-03-18	2010-05-11	MEX3B	mex-3 homolog B (C. elegans) [Source:HGNC Symbol;Acc:25297]	Homo sapiens	9606	KHx2; Znf_RINGx1	\N	\N	DKFZp434J0617; RNF195	\N	\N	Q6ZN04
1624	ENSG00000183570	2010-03-18	2010-05-03	PCBP3	poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:8651]	Homo sapiens	9606	KHx3	\N	\N		\N	\N	P57721
1625	ENSG00000183684	2010-03-18	2010-06-29	THOC4	THO complex 4 [Source:HGNC Symbol;Acc:19071]	Homo sapiens	9606	RRMx1	\N	\N	ALY; BEF	\N	\N	Q86V81
1626	ENSG00000183808	2010-03-18	2010-07-21	RBM12B	RNA binding motif protein 12B [Source:HGNC Symbol;Acc:32310]	Homo sapiens	9606	RRMx5	\N	\N		\N	\N	Q8IXT5
1627	ENSG00000184209	2010-03-18	2010-07-23	SNRNP35	small nuclear ribonucleoprotein 35kDa (U11/U12) [Source:HGNC Symbol;Acc:30852]	Homo sapiens	9606	RRMx1	\N	\N	U1SNRNPBP	\N	\N	Q16560
1628	ENSG00000184388	2010-03-18	2010-04-06	PABPC1L2B	poly(A) binding protein, cytoplasmic 1-like 2B [Source:HGNC Symbol;Acc:31852]	Homo sapiens	9606	RRMx2	\N	\N		\N	\N	Q5JQF8
1629	ENSG00000184672	2010-03-18	2010-05-07	RALYL	RALY RNA binding protein-like [Source:HGNC Symbol;Acc:27036]	Homo sapiens	9606		\N	\N	HNRPCL3	\N	\N	Q86SE5
1630	ENSG00000184735	2010-03-18	2010-07-21	DDX53	DEAD (Asp-Glu-Ala-Asp) box polypeptide 53 [Source:HGNC Symbol;Acc:20083]	Homo sapiens	9606	KHx1	\N	\N	CAGE; CT26	\N	\N	Q86TM3
1631	ENSG00000184863	2010-03-18	2010-07-23	RBM33	RNA binding motif protein 33 [Source:HGNC Symbol;Acc:27223]	Homo sapiens	9606	RRMx1	\N	\N	DKFZp686F102; MGC20460; DKFZp434D1319	\N	\N	Q96EV2
1632	ENSG00000184898	2010-03-18	2010-07-23	RBM43	RNA binding motif protein 43 [Source:HGNC Symbol;Acc:24790]	Homo sapiens	9606	RRMx1; Lax1	\N	\N	FLJ45645	\N	\N	Q6ZSC3
1633	ENSG00000185046	2010-03-18	2010-05-13	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:24600]	Homo sapiens	9606	\N	1	No evidence of RNA binding	EB-1; AIDA-1; cajalin-2; ANKS2	\N	\N	\N
1634	ENSG00000185272	2010-03-18	2010-04-05	RBM11	RNA binding motif protein 11 [Source:HGNC Symbol;Acc:9897]	Homo sapiens	9606	RRMx1	\N	\N		\N	\N	P57052
1635	ENSG00000185650	2010-03-18	2010-04-27	ZFP36L1	zinc finger protein 36, C3H type-like 1 [Source:HGNC Symbol;Acc:1107]	Homo sapiens	9606	Znf_CCCHx2	\N	\N	RNF162B; Berg36; ERF1; TIS11B; cMG1	\N	\N	Q07352
1636	ENSG00000185728	2010-03-18	2010-05-15	YTHDF3	YTH domain family, member 3 [Source:HGNC Symbol;Acc:26465]	Homo sapiens	9606	YTHx1	\N	\N	FLJ31657	\N	\N	Q7Z739
1637	ENSG00000185946	2010-03-18	2010-04-07	RNPC3	RNA-binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:18666]	Homo sapiens	9606	RRMx2	\N	\N	KIAA1839; FLJ20008; RBM40	\N	\N	Q96LT9
1638	ENSG00000186288	2010-03-18	2010-04-06	PABPC1L2A	poly(A) binding protein, cytoplasmic 1-like 2A [Source:HGNC Symbol;Acc:27989]	Homo sapiens	9606	RRMx2	\N	\N		\N	\N	Q5JQF8
1639	ENSG00000186635	2010-03-18	2010-04-29	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:16925]	Homo sapiens	9606	\N	1	No evidence of RNA binding		\N	\N	\N
1640	ENSG00000186638	2010-03-18	2010-04-27	KIF24	kinesin family member 24 [Source:HGNC Symbol;Acc:19916]	Homo sapiens	9606	\N	1	No evidence of RNA binding	bA571F15.4; FLJ10933; FLJ43884	\N	\N	\N
1641	ENSG00000187033	2010-03-18	\N	SAMD7	sterile alpha motif domain containing 7 [Source:HGNC Symbol;Acc:25394]	Homo sapiens	9606	\N	1	SAM domain	DKFZp686E1583	\N	\N	\N
1642	ENSG00000187191	2010-03-18	2010-03-22	DAZ3	deleted in azoospermia 3 [Source:HGNC Symbol;Acc:15965]	Homo sapiens	9606	RRMx1	\N	\N		\N	\N	\N
1643	ENSG00000187456	2010-03-18	2010-07-23	RDM1	RAD52 motif 1 [Source:HGNC Symbol;Acc:19950]	Homo sapiens	9606	RRMx1	\N	\N	MGC33977	\N	\N	Q8NG50
1644	ENSG00000187634	2010-03-18	\N	SAMD11	sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:28706]	Homo sapiens	9606	\N	1	SAM domain	MGC45873	\N	\N	\N
1645	ENSG00000187772	2010-03-18	2010-05-04	LIN28B	lin-28 homolog B (C. elegans) [Source:HGNC Symbol;Acc:32207]	Homo sapiens	9606	CSDx1; Znf_CCHCx2	\N	\N	FLJ16517; CSDD2	\N	\N	Q6ZN17
1646	ENSG00000187959	2010-03-18	2010-07-23	CPSF4L	cleavage and polyadenylation specific factor 4-like [Source:HGNC Symbol;Acc:33632]	Homo sapiens	9606	Znf_CCCHx5	\N	\N		\N	\N	A6NMK7
1647	ENSG00000188120	2010-03-18	2010-03-22	DAZ1	deleted in azoospermia 1 [Source:HGNC Symbol;Acc:2682]	Homo sapiens	9606	RRMx3	\N	\N	SPGY	\N	\N	Q86SG3; Q9NQZ3
1648	ENSG00000188177	2010-03-18	2010-04-28	ZC3H6	zinc finger CCCH-type containing 6 [Source:HGNC Symbol;Acc:24762]	Homo sapiens	9606	Znf_CCCHx2	\N	\N	FLJ41410; FLJ45877; KIAA2035	\N	\N	P61129
1649	ENSG00000188529	2010-03-18	2010-04-07	SFRS13A	splicing factor, arginine/serine-rich 13A [Source:HGNC Symbol;Acc:16713]	Homo sapiens	9606	RRMx1	\N	\N	TASR1; TASR2; SRp38; SRrp40; SFRS13; FUSIP1; FUSIP2	\N	\N	O75494
1650	ENSG00000188739	2010-03-18	2010-05-03	RBM34	RNA binding motif protein 34 [Source:HGNC Symbol;Acc:28965]	Homo sapiens	9606	RRMx2	\N	\N	KIAA0117	\N	\N	P42696
1651	ENSG00000189306	2010-03-18	2010-05-03	RRP7A	ribosomal RNA processing 7 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:24286]	Homo sapiens	9606	RRMx1	\N	\N	CGI-96	\N	\N	Q9NSQ0; Q9Y3A4
1652	ENSG00000189337	2010-03-18	\N		Kazrin  [Source:UniProtKB/Swiss-Prot;Acc:Q674X7]	Homo sapiens	9606	\N	1	SAM domain		\N	\N	\N
1653	ENSG00000196151	2010-03-18	\N	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1 [Source:HGNC Symbol;Acc:26697]	Homo sapiens	9606	\N	1	SAM domain	UBOX6; FLJ36175	\N	\N	\N
1654	ENSG00000196361	2010-03-18	2010-06-28	ELAVL3	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C) [Source:HGNC Symbol;Acc:3314]	Homo sapiens	9606	RRMx3	\N	\N	HUC; PLE21; DKFZp547J036; HUCL; MGC20653	\N	\N	Q14576
1655	ENSG00000196411	2010-03-18	2010-04-29	EPHB4	EPH receptor B4 [Source:HGNC Symbol;Acc:3395]	Homo sapiens	9606	\N	1	No evidence of RNA binding	Tyro11	\N	\N	\N
1656	ENSG00000196943	2010-03-18	2010-07-14	C14orf21	Pumilio domain-containing protein C14orf21  [Source:UniProtKB/Swiss-Prot;Acc:Q86U38]	Homo sapiens	9606	Pumx7	\N	\N		\N	\N	Q86U38
1657	ENSG00000197111	2010-03-18	2010-05-03	PCBP2	poly(rC) binding protein 2 [Source:HGNC Symbol;Acc:8648]	Homo sapiens	9606	KHx3	0	Binds ssDNA (PMID: 15331611)	HNRPE2; hnRNP-E2	\N	2PY9	Q15366
1658	ENSG00000197114	2010-03-18	2010-04-25	ZGPAT	zinc finger, CCCH-type with G patch domain [Source:HGNC Symbol;Acc:15948]	Homo sapiens	9606	Znf_CCCHx1	\N	\N	dJ583P15.3; MGC44880; FLJ14972; ZC3HDC9; ZC3H9; GPATC6; GPATCH6; ZIP	\N	\N	Q8N5A5
1659	ENSG00000197451	2010-03-18	2010-05-05	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B [Source:HGNC Symbol;Acc:5034]	Homo sapiens	9606	RRMx2	\N	\N	ABBP1; FLJ40338	\N	\N	Q99729
1660	ENSG00000197955	2010-03-18	2010-04-07		Putative uncharacterized protein ENSP00000371708Putative uncharacterized protein ENSP00000371856 ; [Source:UniProtKB/TrEMBL;Acc:A6NM12]	Homo sapiens	9606	RRMx1	1	pseudogenes		\N	\N	\N
1661	ENSG00000198000	2010-03-18	2010-07-14	NOL8	nucleolar protein 8 [Source:HGNC Symbol;Acc:23387]	Homo sapiens	9606	RRMx1	\N	\N	FLJ20736; Nop132	\N	\N	Q76FK4
1662	ENSG00000198265	2010-03-18	2010-04-28	HELZ	helicase with zinc finger [Source:HGNC Symbol;Acc:16878]	Homo sapiens	9606	Znf_CCCHx1	\N	\N	KIAA0054; HUMORF5; DHRC	\N	\N	P42694
1663	ENSG00000198492	2010-03-18	2010-05-15	YTHDF2	YTH domain family, member 2 [Source:HGNC Symbol;Acc:31675]	Homo sapiens	9606	YTHx1	\N	\N	HGRG8; NY-REN-2	\N	\N	Q9Y5A9
1664	ENSG00000198682	2010-03-18	2010-05-15	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:8604]	Homo sapiens	9606	\N	1	no evidence of sequence-specific RNA binding	ATPSK2	\N	\N	\N
1665	ENSG00000198879	2010-03-18	2010-07-23	SFMBT2	Scm-like with four mbt domains 2 [Source:HGNC Symbol;Acc:20256]	Homo sapiens	9606	RRMx1	\N	\N	KIAA1617	\N	\N	Q5VUG0
1666	ENSG00000198945	2010-03-18	2010-07-23	L3MBTL3	l(3)mbt-like 3 (Drosophila) [Source:HGNC Symbol;Acc:23035]	Homo sapiens	9606	RRMx1; Lax1	\N	\N	KIAA1798	\N	\N	Q96JM7
1667	ENSG00000198964	2010-03-18	\N	SGMS1	sphingomyelin synthase 1 [Source:HGNC Symbol;Acc:29799]	Homo sapiens	9606	\N	1	SAM domain	MOB; MGC17342; SMS1	\N	\N	\N
1668	ENSG00000203727	2010-03-18	\N	SAMD5	sterile alpha motif domain containing 5 [Source:HGNC Symbol;Acc:21180]	Homo sapiens	9606	\N	1	SAM domain	dJ875H10.1	\N	\N	\N
1669	ENSG00000203759	2010-03-18	2010-05-11	MEX3A	mex-3 homolog A (C. elegans) [Source:HGNC Symbol;Acc:33482]	Homo sapiens	9606	KHx2; Znf_CCCHx1	\N	\N		\N	\N	\N
1670	ENSG00000203867	2010-03-18	2010-07-23	RBM20	RNA binding motif protein 20 [Source:HGNC Symbol;Acc:27424]	Homo sapiens	9606	RRMx1; Znf_C2H2x2	\N	\N		\N	\N	Q5T481
1671	ENSG00000203909	2010-03-18	2010-07-23	DPPA5	developmental pluripotency associated 5 [Source:HGNC Symbol;Acc:19201]	Homo sapiens	9606	KHx1	\N	\N	Esg1	\N	\N	A6NC42
1672	ENSG00000203943	2010-03-18	\N	SAMD13	sterile alpha motif domain containing 13 [Source:HGNC Symbol;Acc:24582]	Homo sapiens	9606	\N	1	SAM domain		\N	\N	\N
1673	ENSG00000204356	2010-03-18	2010-07-20	MIR1236	microRNA 1236 [Source:HGNC Symbol;Acc:33925]	Homo sapiens	9606	RRMx1	\N	\N		\N	\N	P18615
1674	ENSG00000204392	2010-03-18	2010-07-14		U6 snRNA-associated Sm-like protein LSm2 (snRNP core Sm-like protein Sm-x5)(Small nuclear ribonuclear protein D homolog)(Protein G7b) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y333]	Homo sapiens	9606	LSmx1	\N	\N		\N	\N	Q9Y333
1675	ENSG00000204569	2010-03-18	2010-04-27	PPP1R10	Serine/threonine-protein phosphatase 1 regulatory subunit 10 (Phosphatase 1 nuclear targeting subunit)(MHC class I region proline-rich protein CAT53)(FB19 protein)(PP1-binding protein of 114 kDa)(p99) [Source:UniProtKB/Swiss-Prot;Acc:Q96QC0]	Homo sapiens	9606	Znf_CCCHx1	\N	\N		\N	\N	Q96QC0
1676	ENSG00000204576	2010-03-18	2010-05-05	PRR3	Proline-rich protein 3 (MHC class I region proline-rich protein CAT56) [Source:UniProtKB/Swiss-Prot;Acc:P79522]	Homo sapiens	9606	Znf_CCCHx1	\N	\N		\N	\N	P79522
1677	ENSG00000205022	2010-03-18	2010-04-07	PABPN1L	poly(A) binding protein, nuclear 1-like (cytoplasmic) [Source:HGNC Symbol;Acc:37237]	Homo sapiens	9606	RRMx1	\N	\N	ePABP2	\N	\N	A6NDY0
1678	ENSG00000205413	2010-03-18	2010-05-05	SAMD9	sterile alpha motif domain containing 9 [Source:HGNC Symbol;Acc:1348]	Homo sapiens	9606	\N	1	No evidence of RNA binding	KIAA2004; FLJ20073	\N	\N	\N
1679	ENSG00000205937	2010-03-18	2010-04-07	RNPS1	RNA binding protein S1, serine-rich domain [Source:HGNC Symbol;Acc:10080]	Homo sapiens	9606	RRMx1	\N	\N		\N	\N	Q15287
1680	ENSG00000205944	2010-03-18	2010-03-22	DAZ2	deleted in azoospermia 2 [Source:HGNC Symbol;Acc:15964]	Homo sapiens	9606	RRMx1	\N	\N	pDP1678; MGC126442	\N	\N	Q13117; Q9NR90
1681	ENSG00000206228	2010-03-18	2010-04-05	HNRNPA1P4	heterogeneous nuclear ribonucleoprotein A1 pseudogene 4 [Source:HGNC Symbol;Acc:32234]	Homo sapiens	9606	RRMx1	1	pseudogenes		\N	\N	\N
1682	ENSG00000206268	2010-03-18	\N	MIR1236	microRNA 1236 [Source:HGNC Symbol;Acc:33925]	Homo sapiens	9606	\N	1	noncanonical chromosome		\N	\N	\N
