ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Exosc6	exosome component 6(Exosc6)	Mus musculus	NA	NA	GO:0006364~rRNA processing,GO:0016075~rRNA catabolic process,GO:0031125~rRNA 3'-end processing,GO:0034427~nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5',GO:0034475~U4 snRNA 3'-end processing,GO:0045006~DNA deamination,GO:0045190~isotype switching,GO:0045830~positive regulation of isotype switching,GO:0071028~nuclear mRNA surveillance,GO:0071051~polyadenylation-dependent snoRNA 3'-end processing,	GO:0000176~nuclear exosome (RNase complex),GO:0000177~cytoplasmic exosome (RNase complex),GO:0000178~exosome (RNase complex),GO:0005634~nucleus,GO:0005730~nucleolus,GO:0005737~cytoplasm,	GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR001247:Exoribonuclease, phosphorolytic domain 1,IPR015847:Exoribonuclease, phosphorolytic domain 2,IPR020568:Ribosomal protein S5 domain 2-type fold,IPR027408:PNPase/RNase PH domain,	mmu03018:RNA degradation,	NA	NA	Complete proteome,Cytoplasm,Exosome,Nucleus,Reference proteome,RNA-binding,rRNA processing,	chain:Exosome complex exonuclease MTR3,
Xpo1	exportin 1(Xpo1)	Mus musculus	m_cremPathway:Regulation of Spermatogenesis by CREM,m_ptc1Pathway:Sonic Hedgehog (SHH) Receptor Ptc1 Regulates cell cycle,	Nuclear structure / Intracellular trafficking and secretion,	GO:0000055~ribosomal large subunit export from nucleus,GO:0000056~ribosomal small subunit export from nucleus,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006611~protein export from nucleus,GO:0006810~transport,GO:0006886~intracellular protein transport,GO:0010824~regulation of centrosome duplication,GO:0015031~protein transport,GO:0034504~protein localization to nucleus,GO:0042176~regulation of protein catabolic process,GO:0042493~response to drug,GO:0046825~regulation of protein export from nucleus,GO:0051028~mRNA transport,	GO:0000776~kinetochore,GO:0005634~nucleus,GO:0005642~annulate lamellae,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0015030~Cajal body,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0031965~nuclear membrane,GO:0043231~intracellular membrane-bounded organelle,	GO:0003723~RNA binding,GO:0005049~nuclear export signal receptor activity,GO:0005487~nucleocytoplasmic transporter activity,GO:0005515~protein binding,GO:0008536~Ran GTPase binding,GO:0008565~protein transporter activity,GO:0019904~protein domain specific binding,	IPR001494:Importin-beta, N-terminal,IPR011989:Armadillo-like helical,IPR013598:Exportin-1/Importin-beta-like,IPR014877:CRM1 C-terminal domain,IPR016024:Armadillo-type fold,	mmu03008:Ribosome biogenesis in eukaryotes,mmu03013:RNA transport,mmu05164:Influenza A,mmu05166:HTLV-I infection,	NA	SM00913:SM00913,SM01102:SM01102,	3D-structure,Acetylation,Complete proteome,Cytoplasm,mRNA transport,Nucleus,Phosphoprotein,Protein transport,Proteomics identification,Reference proteome,Repeat,RNA-binding,Transport,	chain:Exportin-1,domain:Importin N-terminal,helix,modified residue,region of interest:Necessary for interaction with Ran and nuclear export complex formation,region of interest:Necessary for interaction with RANBP3,repeat:HEAT 1,repeat:HEAT 10,repeat:HEAT 2,repeat:HEAT 3,repeat:HEAT 4,repeat:HEAT 5,repeat:HEAT 6,repeat:HEAT 7,repeat:HEAT 8,repeat:HEAT 9,strand,turn,
Xpo5	exportin 5(Xpo5)	Mus musculus	NA	NA	GO:0006405~RNA export from nucleus,GO:0006611~protein export from nucleus,GO:0006810~transport,GO:0006886~intracellular protein transport,GO:0015031~protein transport,GO:0031047~gene silencing by RNA,GO:0035281~pre-miRNA export from nucleus,GO:0046825~regulation of protein export from nucleus,GO:1900370~positive regulation of RNA interference,	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0042565~RNA nuclear export complex,	GO:0000049~tRNA binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0005049~nuclear export signal receptor activity,GO:0008536~Ran GTPase binding,GO:0008565~protein transporter activity,GO:0044822~poly(A) RNA binding,GO:0070883~pre-miRNA binding,GO:0090631~pre-miRNA transporter activity,	IPR001494:Importin-beta, N-terminal,IPR011989:Armadillo-like helical,IPR013598:Exportin-1/Importin-beta-like,IPR016024:Armadillo-type fold,	mmu03013:RNA transport,	NA	SM00913:SM00913,	Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Nucleus,Protein transport,Reference proteome,RNA-binding,RNA-mediated gene silencing,Transport,tRNA-binding,	chain:Exportin-5,modified residue,region of interest:Necessary for interaction with ILF3,region of interest:Necessary for interaction with Ran,sequence conflict,splice variant,
Xpot	exportin, tRNA (nuclear export receptor for tRNAs)(Xpot)	Mus musculus	NA	NA	GO:0006409~tRNA export from nucleus,GO:0006810~transport,GO:0006886~intracellular protein transport,GO:0071528~tRNA re-export from nucleus,	GO:0005622~intracellular,GO:0005623~cell,GO:0005634~nucleus,GO:0005643~nuclear pore,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0016363~nuclear matrix,	GO:0000049~tRNA binding,GO:0003723~RNA binding,GO:0008536~Ran GTPase binding,GO:0015932~nucleobase-containing compound transmembrane transporter activity,	IPR001494:Importin-beta, N-terminal,IPR011989:Armadillo-like helical,IPR013598:Exportin-1/Importin-beta-like,IPR016024:Armadillo-type fold,	mmu03013:RNA transport,	NA	SM00913:SM00913,	Acetylation,Complete proteome,Cytoplasm,Nucleus,Reference proteome,RNA-binding,Transport,tRNA-binding,	chain:Exportin-T,modified residue,sequence conflict,
Fam120a	family with sequence similarity 120, member A(Fam120a)	Mus musculus	NA	NA	NA	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016020~membrane,	GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR026783:Constitutive coactivator of PPAR-gamma-like protein 1,IPR026784:Constitutive coactivator of PPAR-gamma,	NA	NA	NA	Acetylation,Cell membrane,Complete proteome,Cytoplasm,Membrane,Methylation,Phosphoprotein,Reference proteome,RNA-binding,	chain:Constitutive coactivator of PPAR-gamma- like protein 1,modified residue,region of interest:Interaction with YES1, SRC and FYN,region of interest:RNA binding,
Fbl	fibrillarin(Fbl)	Mus musculus	NA	NA	GO:0000494~box C/D snoRNA 3'-end processing,GO:0001649~osteoblast differentiation,GO:0006364~rRNA processing,GO:0006396~RNA processing,GO:0008033~tRNA processing,GO:0016074~snoRNA metabolic process,GO:0016571~histone methylation,GO:0031167~rRNA methylation,GO:0032259~methylation,GO:0048254~snoRNA localization,GO:1990258~histone glutamine methylation,	GO:0001651~dense fibrillar component,GO:0001652~granular component,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005730~nucleolus,GO:0015030~Cajal body,GO:0016020~membrane,GO:0030529~intracellular ribonucleoprotein complex,GO:0031428~box C/D snoRNP complex,GO:0032040~small-subunit processome,GO:0070062~extracellular exosome,	GO:0001094~TFIID-class transcription factor binding,GO:0003723~RNA binding,GO:0008168~methyltransferase activity,GO:0008649~rRNA methyltransferase activity,GO:0016740~transferase activity,GO:0044822~poly(A) RNA binding,GO:0051117~ATPase binding,GO:1990259~histone-glutamine methyltransferase activity,	IPR000692:Fibrillarin,IPR020813:Fibrillarin, conserved site,	mmu03008:Ribosome biogenesis in eukaryotes,	NA	SM01206:SM01206,	Complete proteome,Methylation,Methyltransferase,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Ribonucleoprotein,RNA-binding,rRNA processing,S-adenosyl-L-methionine,Transferase,	binding site:S-adenosyl-L-methionine,chain:rRNA 2'-O-methyltransferase fibrillarin,compositionally biased region:DMA/Gly-rich,modified residue,region of interest:S-adenosyl-L-methionine binding,sequence conflict,
Fbll1	fibrillarin-like 1(Fbll1)	Mus musculus	NA	NA	GO:0000494~box C/D snoRNA 3'-end processing,GO:0006364~rRNA processing,GO:0008033~tRNA processing,GO:0016571~histone methylation,GO:0031167~rRNA methylation,GO:0032259~methylation,GO:1990258~histone glutamine methylation,	GO:0005634~nucleus,GO:0015030~Cajal body,GO:0030529~intracellular ribonucleoprotein complex,GO:0031428~box C/D snoRNP complex,GO:0032040~small-subunit processome,	GO:0003723~RNA binding,GO:0008168~methyltransferase activity,GO:0008649~rRNA methyltransferase activity,GO:0016740~transferase activity,GO:1990259~histone-glutamine methyltransferase activity,	IPR000692:Fibrillarin,IPR020813:Fibrillarin, conserved site,	mmu03008:Ribosome biogenesis in eukaryotes,	PIRSF006540:fibrillarin,	SM01206:SM01206,	Complete proteome,Methylation,Methyltransferase,Nucleus,Phosphoprotein,Reference proteome,Ribonucleoprotein,RNA-binding,rRNA processing,S-adenosyl-L-methionine,Transferase,	binding site:S-adenosyl-L-methionine,chain:rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1,compositionally biased region:DMA/Gly-rich,modified residue,region of interest:S-adenosyl-L-methionine binding,
Fxr1	fragile X mental retardation gene 1, autosomal homolog(Fxr1)	Mus musculus	NA	NA	GO:0007275~multicellular organism development,GO:0007517~muscle organ development,GO:0017148~negative regulation of translation,GO:0030154~cell differentiation,GO:2000637~positive regulation of gene silencing by miRNA,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005844~polysome,GO:0016020~membrane,GO:0030424~axon,GO:0030425~dendrite,GO:0035770~ribonucleoprotein granule,GO:0043034~costamere,GO:0043197~dendritic spine,GO:0048471~perinuclear region of cytoplasm,	GO:0002151~G-quadruplex RNA binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0033592~RNA strand annealing activity,GO:0042803~protein homodimerization activity,GO:0044822~poly(A) RNA binding,GO:0046982~protein heterodimerization activity,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,IPR008395:Agenet-like domain,IPR022034:Fragile X mental retardation protein family,	mmu03013:RNA transport,	NA	SM00322:KH,	Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Developmental protein,Differentiation,Methylation,Myogenesis,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,	chain:Fragile X mental retardation syndrome- related protein 1,compositionally biased region:Poly-Arg,compositionally biased region:Poly-Pro,domain:KH 1,domain:KH 2,modified residue,region of interest:RNA-binding RGG-box,sequence conflict,splice variant,
Fmr1	fragile X mental retardation syndrome 1(Fmr1)	Mus musculus	NA	NA	GO:0000381~regulation of alternative mRNA splicing, via spliceosome,GO:0002092~positive regulation of receptor internalization,GO:0006397~mRNA processing,GO:0006417~regulation of translation,GO:0006810~transport,GO:0006974~cellular response to DNA damage stimulus,GO:0007215~glutamate receptor signaling pathway,GO:0007399~nervous system development,GO:0007417~central nervous system development,GO:0008380~RNA splicing,GO:0010629~negative regulation of gene expression,GO:0017148~negative regulation of translation,GO:0031047~gene silencing by RNA,GO:0033129~positive regulation of histone phosphorylation,GO:0034644~cellular response to UV,GO:0043488~regulation of mRNA stability,GO:0044830~modulation by host of viral RNA genome replication,GO:0045727~positive regulation of translation,GO:0045947~negative regulation of translational initiation,GO:0046928~regulation of neurotransmitter secretion,GO:0051028~mRNA transport,GO:0051489~regulation of filopodium assembly,GO:0051491~positive regulation of filopodium assembly,GO:0060964~regulation of gene silencing by miRNA,GO:0060996~dendritic spine development,GO:0060998~regulation of dendritic spine development,GO:0060999~positive regulation of dendritic spine development,GO:0072711~cellular response to hydroxyurea,GO:0098586~cellular response to virus,GO:0098908~regulation of neuronal action potential,GO:1900453~negative regulation of long term synaptic depression,GO:1901254~positive regulation of intracellular transport of viral material,GO:1901386~negative regulation of voltage-gated calcium channel activity,GO:1901800~positive regulation of proteasomal protein catabolic process,GO:1902416~positive regulation of mRNA binding,GO:2000301~negative regulation of synaptic vesicle exocytosis,GO:2000637~positive regulation of gene silencing by miRNA,GO:2000766~negative regulation of cytoplasmic translation,GO:2001022~positive regulation of response to DNA damage stimulus,	GO:0000775~chromosome, centromeric region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005694~chromosome,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005844~polysome,GO:0005845~mRNA cap binding complex,GO:0005874~microtubule,GO:0005886~plasma membrane,GO:0010369~chromocenter,GO:0010494~cytoplasmic stress granule,GO:0014069~postsynaptic density,GO:0016020~membrane,GO:0019034~viral replication complex,GO:0019897~extrinsic component of plasma membrane,GO:0030054~cell junction,GO:0030424~axon,GO:0030425~dendrite,GO:0030426~growth cone,GO:0030529~intracellular ribonucleoprotein complex,GO:0032433~filopodium tip,GO:0032797~SMN complex,GO:0036464~cytoplasmic ribonucleoprotein granule,GO:0042734~presynaptic membrane,GO:0042995~cell projection,GO:0043005~neuron projection,GO:0043197~dendritic spine,GO:0043198~dendritic shaft,GO:0043204~perikaryon,GO:0043679~axon terminus,GO:0044297~cell body,GO:0045202~synapse,GO:0045211~postsynaptic membrane,GO:0048471~perinuclear region of cytoplasm,GO:0071598~neuronal ribonucleoprotein granule,GO:0097386~glial cell projection,GO:0098793~presynapse,GO:0098794~postsynapse,GO:1902737~dendritic filopodium,GO:1990812~growth cone filopodium,GO:1990904~ribonucleoprotein complex,	GO:0002151~G-quadruplex RNA binding,GO:0003676~nucleic acid binding,GO:0003682~chromatin binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0005515~protein binding,GO:0008017~microtubule binding,GO:0008266~poly(U) RNA binding,GO:0030371~translation repressor activity,GO:0031369~translation initiation factor binding,GO:0033592~RNA strand annealing activity,GO:0034046~poly(G) binding,GO:0035064~methylated histone binding,GO:0035197~siRNA binding,GO:0035198~miRNA binding,GO:0035613~RNA stem-loop binding,GO:0042802~identical protein binding,GO:0042803~protein homodimerization activity,GO:0043022~ribosome binding,GO:0044325~ion channel binding,GO:0044822~poly(A) RNA binding,GO:0045502~dynein binding,GO:0046982~protein heterodimerization activity,GO:0048027~mRNA 5'-UTR binding,GO:1990825~sequence-specific mRNA binding,	IPR004087:K Homology domain,IPR004088:K Homology domain, type 1,IPR008395:Agenet-like domain,IPR022034:Fragile X mental retardation protein family,	mmu03013:RNA transport,	NA	SM00322:KH,	Acetylation,Activator,Alternative splicing,Cell junction,Cell membrane,Cell projection,Centromere,Chromosome,Complete proteome,Cytoplasm,DNA damage,Membrane,Methylation,mRNA processing,mRNA splicing,mRNA transport,Neurogenesis,Nucleus,Phosphoprotein,Postsynaptic cell membrane,Proteomics identification,Reference proteome,Repeat,Repressor,Ribonucleoprotein,RNA-binding,RNA-mediated gene silencing,Synapse,Synaptosome,Translation regulation,Transport,Ubl conjugation,	chain:Fragile X mental retardation protein 1 homolog,domain:KH 1,domain:KH 2,modified residue,mutagenesis site,region of interest:Interaction with RANBP9,region of interest:RNA-binding RGG-box,splice variant,
Fus	fused in sarcoma(Fus)	Mus musculus	NA	NA	GO:0071277~cellular response to calcium ion,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005844~polysome,GO:0030425~dendrite,GO:0043025~neuronal cell body,GO:0043197~dendritic spine,GO:0043204~perikaryon,GO:0044327~dendritic spine head,GO:0048471~perinuclear region of cytoplasm,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003713~transcription coactivator activity,GO:0008270~zinc ion binding,GO:0030331~estrogen receptor binding,GO:0031489~myosin V binding,GO:0035255~ionotropic glutamate receptor binding,GO:0044822~poly(A) RNA binding,GO:0046965~retinoid X receptor binding,GO:0046966~thyroid hormone receptor binding,	IPR000504:RNA recognition motif domain,IPR001876:Zinc finger, RanBP2-type,IPR012677:Nucleotide-binding, alpha-beta plait,	mmu05202:Transcriptional misregulation in cancer,	NA	SM00360:RRM,SM00547:ZnF_RBZ,	Complete proteome,DNA-binding,Metal-binding,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,RNA-binding,Zinc,Zinc-finger,	chain:RNA-binding protein FUS,compositionally biased region:Arg/Gly-rich,compositionally biased region:Gln/Gly/Ser/Tyr-rich,compositionally biased region:Gly-rich,domain:RRM,modified residue,zinc finger region:RanBP2-type,
Eprs	glutamyl-prolyl-tRNA synthetase(Eprs)	Mus musculus	NA	NA	GO:0006412~translation,GO:0006417~regulation of translation,GO:0006418~tRNA aminoacylation for protein translation,GO:0006424~glutamyl-tRNA aminoacylation,GO:0006433~prolyl-tRNA aminoacylation,GO:0008152~metabolic process,GO:0017148~negative regulation of translation,GO:0043039~tRNA aminoacylation,GO:0071346~cellular response to interferon-gamma,	GO:0005737~cytoplasm,GO:0016020~membrane,GO:0017101~aminoacyl-tRNA synthetase multienzyme complex,GO:0030529~intracellular ribonucleoprotein complex,GO:0097452~GAIT complex,	GO:0000166~nucleotide binding,GO:0003723~RNA binding,GO:0003824~catalytic activity,GO:0004812~aminoacyl-tRNA ligase activity,GO:0004818~glutamate-tRNA ligase activity,GO:0004827~proline-tRNA ligase activity,GO:0005524~ATP binding,GO:0016874~ligase activity,GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds,GO:0035613~RNA stem-loop binding,GO:0051020~GTPase binding,	IPR000738:WHEP-TRS,IPR000924:Glutamyl/glutaminyl-tRNA synthetase, class Ib,IPR001412:Aminoacyl-tRNA synthetase, class I, conserved site,IPR002314:Aminoacyl-tRNA synthetase, class II (G/ H/ P/ S), conserved domain,IPR004046:Glutathione S-transferase, C-terminal,IPR004154:Anticodon-binding,IPR004499:Proline-tRNA ligase, class IIa, archaeal-type,IPR004526:Glutamyl-tRNA synthetase, class Ib, archaeal/eukaryotic cytosolic,IPR006195:Aminoacyl-tRNA synthetase, class II,IPR009068:S15/NS1, RNA-binding,IPR010987:Glutathione S-transferase, C-terminal-like,IPR011035:Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain,IPR012336:Thioredoxin-like fold,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR016061:Proline-tRNA ligase, class II, C-terminal,IPR017449:Prolyl-tRNA synthetase, class II,IPR020056:Ribosomal protein L25/Gln-tRNA synthetase, beta-barrel domain,IPR020058:Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain,IPR020059:Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain,IPR020061:Glutamyl/glutaminyl-tRNA synthetase, class Ib, alpha-bundle domain,	mmu00860:Porphyrin and chlorophyll metabolism,mmu00970:Aminoacyl-tRNA biosynthesis,mmu01100:Metabolic pathways,	NA	SM00946:SM00946,SM00991:SM00991,	Acetylation,Aminoacyl-tRNA synthetase,ATP-binding,Complete proteome,Ligase,Methylation,Multifunctional enzyme,Nucleotide-binding,Phosphoprotein,Polymorphism,Protein biosynthesis,Proteomics identification,Reference proteome,Repeat,RNA-binding,Translation regulation,	"binding site:ATP,chain:Bifunctional aminoacyl-tRNA synthetase,compositionally biased region:Asp/Glu/Lys-rich,domain:WHEP-TRS 1,domain:WHEP-TRS 2,domain:WHEP-TRS 3,modified residue,nucleotide phosphate-binding region:ATP,region of interest:3 X 57 AA approximate repeats,region of interest:Glutamyl-tRNA synthetase,region of interest:Prolyl-tRNA synthetase,sequence conflict,sequence variant,short sequence motif:""HIGH"" region,short sequence motif:""KMSKS"" region,"
Hnrnpab	heterogeneous nuclear ribonucleoprotein A/B(Hnrnpab)	Mus musculus	NA	NA	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001837~epithelial to mesenchymal transition,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0045893~positive regulation of transcription, DNA-templated,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0090575~RNA polymerase II transcription factor complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity, sequence-specific DNA binding,GO:0003723~RNA binding,GO:0005515~protein binding,GO:0043565~sequence-specific DNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR012956:CARG-binding factor, N-terminal,	NA	NA	SM00360:RRM,	Acetylation,Complete proteome,Cytoplasm,Direct protein sequencing,DNA-binding,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Repressor,Ribonucleoprotein,RNA-binding,Transcription,Transcription regulation,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein A/B,compositionally biased region:Gly-rich,compositionally biased region:Poly-Ala,domain:RRM 1,domain:RRM 2,modified residue,sequence conflict,
Hnrnpa0	heterogeneous nuclear ribonucleoprotein A0(Hnrnpa0)	Mus musculus	NA	NA	GO:0006954~inflammatory response,GO:0032496~response to lipopolysaccharide,GO:0070935~3'-UTR-mediated mRNA stabilization,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0030529~intracellular ribonucleoprotein complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0017091~AU-rich element binding,GO:0019901~protein kinase binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,	NA	NA	SM00360:RRM,	Acetylation,Complete proteome,Isopeptide bond,Methylation,Nucleus,Phosphoprotein,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Ubl conjugation,	NA
Hnrnpa1	heterogeneous nuclear ribonucleoprotein A1(Hnrnpa1)	Mus musculus	NA	NA	GO:0000380~alternative mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0006810~transport,GO:0008380~RNA splicing,GO:0032211~negative regulation of telomere maintenance via telomerase,GO:0032212~positive regulation of telomere maintenance via telomerase,GO:0051028~mRNA transport,GO:0051168~nuclear export,GO:0051170~nuclear import,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003697~single-stranded DNA binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,GO:0061752~telomeric repeat-containing RNA binding,GO:0098505~G-rich strand telomeric DNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR021662:Nuclear factor hnRNPA1,	mmu03040:Spliceosome,	NA	SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,Cytoplasm,Direct protein sequencing,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Spliceosome,Transport,Ubl conjugation,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoprotein A1,compositionally biased region:Gly-rich,compositionally biased region:Poly-Ser,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO),domain:RRM 1,domain:RRM 2,modified residue,region of interest:Globular A domain,region of interest:Globular B domain,region of interest:Nuclear targeting sequence,region of interest:RNA-binding RGG-box,splice variant,
Hnrnpa2b1	heterogeneous nuclear ribonucleoprotein A2/B1(Hnrnpa2b1)	Mus musculus	NA	NA	GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0006406~mRNA export from nucleus,GO:0006810~transport,GO:0008380~RNA splicing,GO:0016233~telomere capping,GO:0031053~primary miRNA processing,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:0050658~RNA transport,GO:0051028~mRNA transport,GO:1990428~miRNA transport,	GO:0000785~chromatin,GO:0005576~extracellular region,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0019013~viral nucleocapsid,GO:0030529~intracellular ribonucleoprotein complex,GO:0043005~neuron projection,GO:0043025~neuronal cell body,GO:0043204~perikaryon,GO:0070062~extracellular exosome,GO:0071013~catalytic step 2 spliceosome,GO:0071598~neuronal ribonucleoprotein granule,	GO:0000166~nucleotide binding,GO:0001069~regulatory region RNA binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0035198~miRNA binding,GO:0043047~single-stranded telomeric DNA binding,GO:0044822~poly(A) RNA binding,GO:0097157~pre-mRNA intronic binding,GO:1990247~N6-methyladenosine-containing RNA binding,GO:1990715~mRNA CDS binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR021662:Nuclear factor hnRNPA1,	NA	NA	SM00360:RRM,	Acetylation,Alternative splicing,Complete proteome,Direct protein sequencing,Isopeptide bond,Methylation,mRNA processing,mRNA splicing,mRNA transport,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repeat,Ribonucleoprotein,RNA-binding,Secreted,Spliceosome,Transport,Ubl conjugation,Viral nucleoprotein,Virion,	chain:Heterogeneous nuclear ribonucleoproteins A2/B1,compositionally biased region:Gly-rich,domain:RRM 1,domain:RRM 2,modified residue,region of interest:Nuclear targeting sequence,sequence conflict,short sequence motif:Nuclear localization signal,splice variant,
